match,teamNumber,role,coralPickup,algaePickup,algaeKnocking,underShallowCage,teleopPoints,autoPoints,driverAbility,feeds,defends,coralPickups,algaePickups,coralDrops,algaeDrops,coralL1,coralL2,coralL3,coralL4,processorScores,netScores,netFails,activeAuton,endgame,scouter,notes
Q55,5660,OFFENSE,STATION,REEF,TRUE,FALSE,61,7,5,0,0,12,5,3,0,0,1,6,2,0,4,1,TRUE,DEEP,,
Q55,7034,OFFENSE,STATION,NONE,FALSE,FALSE,51,17,4,0,0,16,0,0,0,1,5,6,4,0,0,0,TRUE,FAILED_DEEP,,
Q56,302,OFFENSE,STATION,REEF,TRUE,FALSE,40,24,3,0,0,10,3,0,1,0,2,3,5,2,0,0,TRUE,FAILED_DEEP,,descored an l3 coral which then got stuck in their frame; tried to climb early but failed
Q56,2129,OFFENSE,STATION,REEF,TRUE,FALSE,64,17,4,0,0,17,2,0,0,3,6,4,4,2,0,0,TRUE,PARKED,,
Q56,4013,IMMOBILE,NONE,NONE,FALSE,FALSE,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE,NOT_ATTEMPTED,,Connectivity issues so didn’t move after autonomous period
Q56,4013,IMMOBILE,NONE,NONE,FALSE,FALSE,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,TRUE,NOT_ATTEMPTED,,Deactivated 
Q56,4786,OFFENSE,STATION,BOTH,TRUE,FALSE,58,14,4,0,0,9,6,0,0,2,3,2,2,0,6,0,TRUE,DEEP,,
Q56,4786,OFFENSE,STATION,BOTH,TRUE,FALSE,52,18,4,0,0,10,6,0,0,2,4,3,1,0,5,0,TRUE,DEEP,,They score in the barge really fast; but instead of picking up the algae from their side of the field they picked it up from the other alliance’s side (kind of weird).  They were also good at scoring on levels 2-3 in this match.
Q56,7257,OFFENSE,STATION,NONE,FALSE,FALSE,64,17,4,0,0,15,0,0,0,1,2,6,6,0,0,0,TRUE,DEEP,,
Q56,7257,OFFENSE,STATION,NONE,FALSE,FALSE,38,17,3,0,0,10,0,1,0,0,3,3,3,0,0,0,TRUE,DEEP,Matthew,Strong coral cycles
Q56,9432,OFFENSE,STATION,REEF,TRUE,FALSE,53,24,5,0,0,16,1,0,0,1,4,7,4,0,1,0,TRUE,PARKED,,
Q57,226,OFFENSE,STATION,REEF,TRUE,TRUE,67,10,5,0,0,18,4,3,2,2,7,3,3,0,2,0,TRUE,DEEP,,
Q57,226,OFFENSE,STATION,BOTH,TRUE,FALSE,63,17,4,0,0,14,2,0,0,0,7,3,4,0,2,0,TRUE,DEEP,,
Q57,418,OFFENSE,STATION,REEF,TRUE,FALSE,47,24,5,0,0,14,1,2,1,0,3,4,5,0,0,0,TRUE,DEEP,,
Q57,3792,OFFENSE,STATION,GROUND,FALSE,FALSE,54,3,3,0,0,4,7,1,0,3,0,0,0,6,0,0,TRUE,DEEP,,They score in the processor quickly and do L1 quickly 
Q57,3792,OFFENSE,STATION,BOTH,TRUE,FALSE,59,10,4,0,0,6,6,0,0,4,1,0,1,6,0,0,TRUE,DEEP,,
Q57,4967,OFFENSE,NONE,NONE,FALSE,FALSE,12,18,4,0,0,4,3,0,1,0,1,1,2,0,2,0,TRUE,NOT_ATTEMPTED,Matthew,2v3 solid coral cycler and does algae auto 1 coral and 2 algae. Good
Q57,4967,OFFENSE,STATION,BOTH,TRUE,FALSE,47,14,5,0,0,12,2,2,1,0,3,4,3,0,1,0,TRUE,DEEP,,2 barge shots missed one (pretty quick though)
Q57,8738,OFFENSE,STATION,REEF,TRUE,FALSE,35,17,3,0,0,11,2,4,1,0,1,4,2,0,1,0,TRUE,DEEP,,
Q57,9032,IMMOBILE,NONE,NONE,FALSE,FALSE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,,They got cooked stuck on the thing 
Q58,1369,OFFENSE,NONE,BOTH,TRUE,FALSE,32,7,4,0,0,1,9,0,1,0,0,0,0,3,4,1,TRUE,PARKED,,Insanely goated algea boy
Q58,1481,OFFENSE,STATION,REEF,TRUE,FALSE,43,10,3,0,0,12,1,2,1,0,0,4,6,0,0,0,TRUE,PARKED,,Tried to do deep cage climb but couldn’t/ran out of time to finish attempt
Q58,1481,OFFENSE,STATION,NONE,FALSE,TRUE,31,14,3,0,0,10,1,2,0,0,0,4,4,0,1,0,TRUE,FAILED_DEEP,,
Q58,1507,OFFENSE,STATION,REEF,TRUE,FALSE,48,13,2,0,0,10,2,2,0,1,3,0,4,2,0,0,TRUE,DEEP,,
Q58,5968,OFFENSE,STATION,NONE,FALSE,FALSE,10,10,3,0,0,4,0,1,0,0,0,0,3,0,0,0,TRUE,NOT_ATTEMPTED,,disconnected mid match
Q58,5968,OFFENSE,NONE,NONE,FALSE,FALSE,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,Truss the great lord of the unknowable nothingness ,Disabled part way through the match; they did score stuff before but I was not able to record it 
Q58,7525,OFFENSE,STATION,BOTH,TRUE,FALSE,52,17,4,0,0,15,0,0,0,0,5,3,7,0,0,0,TRUE,NOT_ATTEMPTED,,
Q58,9199,OFFENSE,STATION,NONE,TRUE,FALSE,23,10,3,0,0,8,0,2,0,0,0,2,4,0,0,0,TRUE,FAILED_DEEP,,
Q59,4415,OFFENSE,BOTH,BOTH,TRUE,FALSE,65,17,5,0,0,10,7,1,1,0,3,0,6,2,3,1,TRUE,DEEP,,Really smooth and good cycling of algae and coral; does sometimes processor for algae or directly scores
Q59,4500,OFFENSE,STATION,NONE,FALSE,FALSE,45,24,5,0,0,11,1,0,1,0,2,3,6,0,0,0,TRUE,DEEP,,Goated coral cycling great for L4
Q59,4607,OFFENSE,STATION,BOTH,TRUE,FALSE,77,24,5,0,0,16,3,0,0,0,0,8,8,0,2,1,TRUE,DEEP,,
Q59,4613,OFFENSE,GROUND,REEF,FALSE,FALSE,52,7,3,0,0,16,3,6,0,1,6,3,0,0,3,0,TRUE,DEEP,,
Q59,6911,DEFENSE,STATION,REEF,TRUE,FALSE,2,14,2,0,0,1,1,0,0,0,0,0,1,0,1,0,TRUE,PARKED,,
Q59,9301,OFFENSE,STATION,REEF,TRUE,FALSE,40,0,3,0,0,11,3,3,1,8,0,0,0,2,0,0,FALSE,DEEP,,
Q60,1671,OFFENSE,STATION,BOTH,TRUE,FALSE,62,10,3,0,0,10,3,1,1,0,1,0,8,2,0,0,TRUE,DEEP,,
Q60,2724,OFFENSE,STATION,NONE,FALSE,FALSE,33,0,4,0,0,9,0,3,0,0,3,3,0,0,0,0,FALSE,DEEP,,Mid coral L2 and L3 only
Q60,6017,OFFENSE,BOTH,NONE,FALSE,FALSE,26,10,3,0,0,9,0,1,0,7,0,0,1,0,0,0,TRUE,DEEP,,
Q60,6909,OFFENSE,STATION,NONE,TRUE,FALSE,37,3,4,0,0,10,2,3,2,0,3,4,0,0,0,0,TRUE,DEEP,,Only did coral; doesn’t seem to be a way to pick up coral
Q60,6995,IMMOBILE,NONE,NONE,FALSE,FALSE,0,24,1,0,0,3,0,0,0,0,0,0,3,0,0,0,TRUE,NOT_ATTEMPTED,,
Q60,9484,OFFENSE,STATION,REEF,FALSE,FALSE,20,3,3,0,0,7,1,2,1,0,2,3,0,0,0,0,TRUE,PARKED,,coral stuck w 50 sec left so did defense
Q61,78,OFFENSE,STATION,REEF,TRUE,FALSE,60,24,4,0,0,19,3,5,0,0,5,4,5,0,3,0,TRUE,DEEP,,
Q61,2056,OFFENSE,BOTH,BOTH,TRUE,FALSE,76,17,3,0,0,12,8,0,0,1,2,4,5,1,6,1,TRUE,DEEP,,
Q61,2648,OFFENSE,STATION,REEF,TRUE,FALSE,69,17,5,0,0,15,2,0,1,0,5,4,6,1,0,0,TRUE,DEEP,,
Q61,3284,OFFENSE,NONE,BOTH,TRUE,FALSE,20,6,3,1,0,3,7,1,0,1,0,1,0,0,4,1,TRUE,FAILED_DEEP,,Mid bot
Q61,4068,OFFENSE,STATION,REEF,TRUE,FALSE,63,24,5,0,0,17,3,1,1,0,4,6,6,1,1,0,TRUE,PARKED,,Scores in barge well (did once); pretty smooth and speedy
Q62,179,OFFENSE,GROUND,NONE,FALSE,FALSE,51,17,5,0,0,16,0,4,0,0,3,5,4,0,0,0,TRUE,DEEP,,
Q62,1847,OFFENSE,STATION,NONE,FALSE,FALSE,38,3,3,0,0,12,0,4,0,3,0,0,4,0,0,0,TRUE,DEEP,,
Q62,3492,OFFENSE,STATION,NONE,FALSE,FALSE,13,0,3,0,0,9,0,5,0,0,3,1,0,0,0,0,FALSE,NOT_ATTEMPTED,,
Q62,4005,OFFENSE,STATION,REEF,TRUE,FALSE,19,0,2,0,0,5,0,1,0,0,0,1,3,0,0,0,FALSE,FAILED_DEEP,,
Q62,10260,OFFENSE,STATION,NONE,FALSE,FALSE,18,6,3,0,0,13,0,3,0,9,0,0,0,0,0,0,TRUE,PARKED,,Looks like a kit bot so can only do L1 coral
Q63,1425,OFFENSE,STATION,REEF,TRUE,FALSE,47,3,3,0,0,11,1,4,0,1,1,1,4,1,0,0,TRUE,DEEP,Truss the great lord of the unknowable nothingness ,Auto was strange and didn’t work/score. Missed multiple shots on reef.
Q63,1796,FEEDER,STATION,REEF,TRUE,FALSE,75,8,5,0,0,19,1,4,0,0,3,7,5,1,0,0,TRUE,DEEP,Sir Bopticious (Zeal),In auto; they missed their first coral and made the other 3. Missed about 4-5 coral on the back side of the reef. Only collected algae from reef.
Q63,1796,OFFENSE,STATION,REEF,TRUE,FALSE,60,17,5,0,0,13,1,1,0,0,2,4,6,1,0,0,TRUE,DEEP,,Insanely good cycling 
Q63,1796,OFFENSE,STATION,REEF,TRUE,FALSE,52,17,4,0,0,15,0,2,0,0,3,4,5,0,0,0,TRUE,DEEP,,Very fast coral robot; can do algae didn’t focus in it
Q63,2630,OFFENSE,BOTH,BOTH,TRUE,FALSE,54,3,3,0,0,12,6,5,0,0,3,3,1,0,4,2,TRUE,DEEP,,
Q63,2630,OFFENSE,STATION,BOTH,TRUE,FALSE,54,3,2,0,0,12,5,5,0,0,3,3,1,0,4,1,TRUE,DEEP,,Scored good algae and good coral; but they were very all over the place
Q63,2630,OFFENSE,STATION,BOTH,TRUE,FALSE,56,0,3,0,0,11,6,3,0,1,3,3,1,0,4,2,FALSE,DEEP,,Clears algae from reef; but not great with coral. Their drivers missed half the barge shots
Q63,2630,OFFENSE,STATION,BOTH,TRUE,FALSE,56,10,3,0,0,10,6,1,0,1,3,3,2,0,4,2,TRUE,DEEP,,Awful auto; everything missed. Excellent and intuitive arm; amazing at algae and decent at coral. Missed a few algae; but that wasn’t the fault of the robot.
Q63,2630,OFFENSE,STATION,BOTH,TRUE,FALSE,59,3,4,0,0,12,5,4,0,0,3,3,2,0,4,1,TRUE,DEEP,Cozette ,Their speed was fast. They are not tippy and overall are a good offense robot.
Q63,3173,OFFENSE,STATION,REEF,TRUE,FALSE,75,24,4,0,0,21,2,1,0,4,4,6,6,0,1,1,TRUE,DEEP,Angella,Very fast and consistent coral cycles on all levels; algae net scoring unreliable
Q63,3173,OFFENSE,BOTH,REEF,TRUE,FALSE,74,24,5,0,0,20,2,0,0,5,3,6,6,0,1,1,TRUE,DEEP,,Really fast cycle
Q63,6424,OFFENSE,STATION,REEF,TRUE,FALSE,56,16,4,0,0,12,2,1,0,0,5,2,4,2,0,0,TRUE,DEEP,Daniel,
Q63,6424,OFFENSE,STATION,REEF,TRUE,TRUE,69,10,4,0,0,15,2,2,0,1,5,2,5,2,0,0,TRUE,DEEP,Yoshi,Can not ground intake; slowish speed; can do processer in auto
Q63,8575,OFFENSE,STATION,BOTH,TRUE,FALSE,39,9,3,0,0,10,1,0,0,0,5,5,0,1,0,0,TRUE,PARKED,,Kindda slow choral intake but fast outtake.
Q63,8575,OFFENSE,STATION,REEF,TRUE,FALSE,39,9,2,0,0,10,2,0,1,0,5,5,0,1,0,0,TRUE,PARKED,Aubrey,They weren't overly maneuverable. They didnt miss coral but their hand/ wrist on hand was wobbly. Only scored processor and dropped algae when clearing the reef. They only did one in auto and missed processor in auto to. They're not too tippy but they have some wobble. They did not climb.
Q64,2438,OFFENSE,STATION,REEF,TRUE,FALSE,26,6,2,0,0,6,3,1,1,1,2,2,0,2,0,0,TRUE,NOT_ATTEMPTED,Truss the great lord of the unknowable nothingness ,Had problems: auto messed up with the only score being an accidental L1. Was not working for around 10 seconds after auto just siting next to source. Also stoped working right around endgame only siting at reef.
Q64,3255,OFFENSE,STATION,REEF,TRUE,FALSE,58,10,4,0,0,13,3,4,0,1,0,3,5,0,3,0,TRUE,DEEP,,Good supercycle; very fast did knock off a l4
Q64,3255,OFFENSE,STATION,REEF,TRUE,FALSE,70,10,5,0,0,14,3,2,0,1,0,4,7,0,3,0,TRUE,DEEP,,Very good coral cycling only issues were driver error 
Q64,3255,OFFENSE,STATION,REEF,TRUE,FALSE,62,10,4,0,0,14,3,5,0,0,0,2,7,0,3,0,TRUE,DEEP,,Dropped a lot of coral
Q64,3255,OFFENSE,STATION,REEF,TRUE,FALSE,62,10,4,0,0,11,3,1,0,1,0,2,7,0,3,0,TRUE,DEEP,,Nice cycle as they can do choral while getting algae and scoring into barge.
Q64,3255,OFFENSE,STATION,REEF,TRUE,FALSE,57,10,3,0,0,12,3,4,0,0,0,2,6,0,3,0,TRUE,DEEP,Aubrey,They were maneuverable but not that clean; a bit clunky. They missed at least one coral in auto and a couple but at least one in tele. Was consistent with barge algae. Not tippy but clunky. They seeped climbed with 5 seconds. They hit coral that was already scored on Lv 4 off the reef while scoring.
Q64,4451,OFFENSE,STATION,REEF,TRUE,FALSE,70,17,4,0,0,16,3,1,1,1,3,6,5,0,2,0,TRUE,DEEP,,Popped one algae; but other than that; all around good scoring
Q64,4451,OFFENSE,STATION,REEF,TRUE,TRUE,75,10,5,0,0,19,3,4,1,1,3,6,5,0,2,0,TRUE,DEEP,,
Q64,4451,FEEDER,STATION,REEF,TRUE,FALSE,75,10,5,0,0,16,3,1,1,1,3,6,5,0,2,0,TRUE,DEEP,Sir Bopticious (Zeal),1 coral in auto. Quick cycles. Missed 2 coral in teleop.
Q64,4786,OFFENSE,STATION,REEF,TRUE,FALSE,51,24,4,0,0,13,2,3,0,0,2,2,6,1,1,0,TRUE,DEEP,Cozette ,Good speed and sturdy robot. The alignment was a little bit off during the match. They missed coral on L4 because of that.
Q64,4786,OFFENSE,STATION,REEF,TRUE,FALSE,45,17,4,0,0,13,3,3,0,0,2,2,6,2,1,0,TRUE,FAILED_DEEP,,
Q64,4786,OFFENSE,STATION,REEF,TRUE,FALSE,55,24,4,0,0,14,2,3,0,1,1,2,7,1,1,0,TRUE,DEEP,,Strong auto; swift cycling; great algae. Great robot all around 
Q64,4786,OFFENSE,BOTH,REEF,TRUE,FALSE,62,24,3,0,0,14,3,3,0,0,2,2,7,2,1,0,TRUE,DEEP,,Drivers inconsistent with L4; their barge cycle time is quite fast at 4-5 seconds; but they are average in coral. 
Q64,6832,DEFENSE,NONE,NONE,FALSE,TRUE,0,6,4,0,11,1,0,0,0,1,0,0,0,0,0,0,TRUE,NOT_ATTEMPTED,Yoshi,Tank drive; kit bot; very good bulk; can score L1 in auto
Q64,9280,OFFENSE,STATION,NONE,FALSE,FALSE,41,10,3,0,0,12,0,2,0,0,0,4,6,0,0,0,TRUE,NOT_ATTEMPTED,,
Q64,9280,OFFENSE,STATION,NONE,FALSE,FALSE,51,10,5,0,0,14,0,3,0,2,2,1,6,0,0,0,TRUE,DEEP,,Collects from one side may take time to intake but not too much
Q64,9280,OFFENSE,STATION,NONE,FALSE,FALSE,44,10,3,0,0,12,0,2,0,0,0,3,7,0,0,0,TRUE,PARKED,Angella,Missed 2 l4 coral; reliable intaking
Q65,226,OFFENSE,STATION,GROUND,FALSE,FALSE,36,24,4,0,0,12,1,0,0,2,2,3,5,0,1,0,TRUE,FAILED_DEEP,Daniel,
Q65,226,OFFENSE,NONE,NONE,FALSE,FALSE,19,24,4,0,0,7,1,0,1,0,1,1,5,0,0,0,TRUE,PARKED,,
Q65,226,FEEDER,STATION,REEF,TRUE,FALSE,37,24,4,0,0,13,1,0,0,3,3,2,5,0,1,0,TRUE,FAILED_DEEP,Sir Bopticious (Zeal),Quickly got their partner off the algae; and did not drop any coral. Quick scoring of algae; and did not get the climb in time.
Q65,226,OFFENSE,STATION,NONE,FALSE,FALSE,38,24,4,0,0,10,0,0,0,1,2,2,5,0,0,0,TRUE,DEEP,,Fast coral cycles; good bot
Q65,226,OFFENSE,STATION,REEF,TRUE,FALSE,38,24,5,0,0,12,1,0,0,2,2,3,5,0,1,0,TRUE,PARKED,,Fast scorer; but they miss sometimes when scoring on L2
Q65,649,OFFENSE,GROUND,NONE,FALSE,FALSE,48,3,3,0,0,11,0,1,0,1,0,1,8,0,0,0,TRUE,PARKED,Truss the great lord of the unknowable nothingness ,Auto just moved and was not able to score. Ground intake is like orbit. Has gotten coral stuck in intake before. Missed a few with the arm going up and down a few times not doing much.
Q65,3256,OFFENSE,STATION,REEF,TRUE,FALSE,37,10,3,0,0,11,3,0,2,0,1,6,3,0,0,1,TRUE,FAILED_DEEP,,
Q65,3256,OFFENSE,STATION,REEF,TRUE,FALSE,50,3,3,0,0,13,2,1,1,0,4,4,4,0,0,1,TRUE,PARKED,Aubrey,They had really quick cycles. 5-8 second. maybe same as ours except plus station time. Missed they're auto and algae in the barge. Their elevator would sometimes go up and down for random reasons. They didnt score when it happened. Didnt score Lv 4 very often even when empty. Attempted to deep climb but didnt really get off the ground.
Q65,3256,OFFENSE,STATION,REEF,TRUE,FALSE,53,3,4,0,0,14,4,1,4,0,3,6,4,0,0,0,TRUE,FAILED_DEEP,,Algae claw stuck during auto; just waved algae around. Can score L2 and descore high algae at the exact same time.
Q65,3256,OFFENSE,STATION,REEF,TRUE,FALSE,50,0,3,0,0,17,0,4,0,1,2,3,6,0,0,0,FALSE,FAILED_DEEP,,Not enough time to hang
Q65,3297,OFFENSE,GROUND,BOTH,TRUE,TRUE,46,10,4,0,0,9,3,1,0,0,2,2,3,1,1,0,TRUE,DEEP,Cozette ,In auto picked up algae from the reef and scored it in the barge. Successfully helped another alliance partner get off a piece of algae. Fast but alignment was off in scoring L4. Scored an algae in the other team's processor.
Q65,3297,OFFENSE,GROUND,BOTH,TRUE,FALSE,45,14,3,0,0,7,4,2,0,0,1,1,3,2,2,0,TRUE,DEEP,,The robot freed his alliance from algae then just causally went over a piece of algae like it was nothing. Slow cycle time; but extremely fast deep climb
Q65,3297,OFFENSE,GROUND,BOTH,TRUE,FALSE,46,14,4,0,0,9,4,1,1,0,2,2,3,1,2,0,TRUE,DEEP,,
Q65,4013,OFFENSE,STATION,GROUND,FALSE,FALSE,8,3,3,0,6,1,1,1,0,0,0,0,0,1,0,0,TRUE,PARKED,Angella,Very unreliable and slow algae ground intake; coral station intaking also did not work; went to play defense after wasting time trying to get game pieces
Q65,4013,DEFENSE,STATION,BOTH,TRUE,FALSE,8,3,5,0,0,1,1,1,0,0,0,0,0,1,0,0,TRUE,PARKED,,Impeccable defense 
Q65,4421,OFFENSE,STATION,REEF,TRUE,TRUE,46,17,4,0,0,17,1,6,0,1,3,3,3,1,0,0,TRUE,DEEP,Yoshi,No ground; but very fast at scoring; but mid game they had trouble reading April tags or something; also got stuck on an algae 
Q65,4421,OFFENSE,STATION,REEF,TRUE,FALSE,48,17,4,0,0,15,1,3,0,2,3,3,3,1,0,0,TRUE,DEEP,,Scored lots of coral on all levels
Q66,900,OFFENSE,STATION,NONE,FALSE,FALSE,40,13,4,0,0,17,0,6,0,1,1,5,4,0,0,0,TRUE,PARKED,,Pretty good coral cycles; missed l4 a lot in the beginning preset was off?
Q66,900,OFFENSE,NONE,NONE,FALSE,FALSE,34,10,3,0,0,9,0,0,0,1,1,1,6,0,0,0,TRUE,PARKED,,They were way too fast
Q66,900,OFFENSE,STATION,NONE,FALSE,FALSE,56,13,3,0,0,15,0,2,0,2,1,6,4,0,0,0,TRUE,DEEP,,Good boy bad presets 
Q66,900,OFFENSE,STATION,NONE,FALSE,FALSE,46,10,3,0,0,21,0,9,0,1,1,6,4,0,0,0,TRUE,PARKED,,They missed a lot of coral… I think that was just their auto align not working because it would have otherwise went fast.
Q66,900,OFFENSE,STATION,NONE,FALSE,TRUE,43,10,5,0,0,21,0,10,0,1,0,6,4,0,0,0,TRUE,PARKED,Yoshi,Very fast but misses a lot; for not try to deep climb; 
Q66,900,OFFENSE,STATION,NONE,FALSE,FALSE,34,13,2,0,0,18,0,8,0,1,1,4,4,0,0,0,TRUE,NOT_ATTEMPTED,,Was wild and all over the place; but still pretty good scoring
Q66,1731,OFFENSE,STATION,REEF,TRUE,FALSE,60,10,4,0,0,10,5,1,2,0,2,4,3,2,1,0,TRUE,DEEP,,
Q66,1731,OFFENSE,STATION,REEF,FALSE,FALSE,66,10,4,0,0,9,5,0,1,0,2,4,3,3,1,0,TRUE,DEEP,Cozette ,They were quick and efficient. It seemed like their preferred game piece was algae. Their climb was very quick and fairly far off the ground. They did drop game pieces during the match.
Q66,1833,FEEDER,BOTH,NONE,FALSE,FALSE,54,31,4,0,0,21,0,3,0,4,7,2,5,0,0,0,TRUE,DEEP,Sir Bopticious (Zeal),Fast cycling. Missed about 3-4 coral in total.
Q66,7034,OFFENSE,STATION,REEF,TRUE,FALSE,43,17,3,0,0,13,1,2,1,0,6,2,3,0,0,0,TRUE,DEEP,,They got 3 L4 in auto
Q66,7034,OFFENSE,STATION,NONE,TRUE,FALSE,40,24,3,0,0,13,0,2,0,0,5,2,4,0,0,0,TRUE,DEEP,Angella,Cleared all of the algae of their reef; mostly consistent coral scoring
Q66,7257,OFFENSE,STATION,NONE,TRUE,FALSE,63,0,3,0,0,15,0,1,0,2,4,5,3,0,0,0,FALSE,DEEP,,No auto
Q66,7257,OFFENSE,STATION,NONE,FALSE,TRUE,65,0,4,0,0,17,0,3,0,2,3,5,4,0,0,0,FALSE,DEEP,,
Q66,7257,OFFENSE,STATION,NONE,FALSE,FALSE,65,3,4,0,0,16,0,2,0,2,4,3,5,0,0,0,TRUE,DEEP,Aubrey,Fast cycles; 5-7 seconds. Missed 2 coral but they're hand /wrist to score was clean and smooth with movements. Did not do algae. Not tippy. Deep climbed.
Q66,7257,OFFENSE,STATION,NONE,FALSE,FALSE,64,3,4,0,0,16,1,2,1,2,4,4,4,0,0,0,TRUE,DEEP,,Decent L1 scoring
Q66,7525,OFFENSE,STATION,REEF,TRUE,FALSE,40,15,4,0,0,16,0,3,0,0,6,7,0,0,0,0,TRUE,PARKED,,It's a fast and good robot with good cycle times as well well was drivers seem smart and experienced 
Q66,7525,OFFENSE,STATION,NONE,FALSE,FALSE,22,24,4,0,0,9,0,0,0,0,1,3,4,0,0,0,TRUE,PARKED,Truss the great lord of the unknowable nothingness ,Very consistent and fast auto. Do not play attention to tele coral statistics because got confused between 3 bots. Had good coral cycles.
Q67,1678,OFFENSE,BOTH,REEF,TRUE,FALSE,47,24,5,0,0,11,5,1,0,1,2,2,5,3,2,0,TRUE,NOT_ATTEMPTED,,Constant scoring since they pick up coral from the ground
Q67,1678,OFFENSE,BOTH,BOTH,TRUE,TRUE,77,31,5,0,0,17,7,5,0,0,3,5,4,4,3,0,TRUE,DEEP,,crazy robot
Q67,1678,OFFENSE,GROUND,REEF,TRUE,FALSE,67,31,5,0,0,12,7,2,1,0,1,3,6,3,3,0,TRUE,DEEP,,as expected from citrus; they were very consistent with literally everything. only a few mishaps due to their environment 
Q67,1678,OFFENSE,GROUND,BOTH,TRUE,FALSE,65,31,4,0,0,12,5,0,0,0,3,5,4,2,3,0,TRUE,DEEP,Angella,Was having some trouble aligning; forced coopertition; had trouble scoring an algae in the processor; fast as heck; I missed a couple secs
Q67,3891,OFFENSE,STATION,NONE,FALSE,FALSE,8,6,3,0,162,3,0,0,0,1,2,0,0,0,0,0,TRUE,PARKED,,Heavy D; did do some l3-l1 coral
Q67,3891,DEFENSE,NONE,NONE,FALSE,FALSE,8,6,2,0,319,4,0,1,0,1,2,0,0,0,0,0,TRUE,PARKED,,Bad
Q67,3891,DEFENSE,STATION,NONE,FALSE,TRUE,9,6,3,0,10,4,0,1,0,1,1,1,0,0,0,0,TRUE,PARKED,Sir Bopticious (Zeal),Both L4 auto missed; and 1 landed in L1. No climb attempted.
Q67,4500,OFFENSE,STATION,NONE,TRUE,TRUE,59,24,2,0,0,16,4,1,4,0,3,7,5,0,0,0,TRUE,DEEP,Yoshi,Clears also from reef but doesn't score it; slowish speed; good bulk
Q67,5968,IMMOBILE,NONE,NONE,FALSE,FALSE,0,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE,NOT_ATTEMPTED,,1 coral L4 auto; robot nonfunctional rest of match
Q67,5968,IMMOBILE,NONE,NONE,FALSE,FALSE,2,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE,PARKED,Cozette ,They were encountering technical difficulties and stopped moving after auto. They had a couple seconds of brief mobility but other than that did not move until end game. They did try to pick up algae from the reef before they stopped functioning.
Q67,6146,OFFENSE,STATION,NONE,TRUE,FALSE,27,3,2,0,0,12,1,8,1,0,2,1,1,0,0,0,TRUE,DEEP,Truss the great lord of the unknowable nothingness ,Coral got knocked out of it. Was defended without difficulty. Got difficulties intaking and keeping it
Q67,8738,OFFENSE,STATION,NONE,TRUE,FALSE,49,24,4,0,0,16,0,1,0,0,4,5,6,0,0,0,TRUE,PARKED,,
Q67,8738,OFFENSE,STATION,REEF,TRUE,FALSE,49,24,3,0,0,16,1,1,1,0,4,5,6,0,0,0,TRUE,PARKED,Aubrey,Fast but not overly fast cycles. Dropped a coral trying to score Lv 1.  Completed auto. Wobbly and clunky. Parked last second.
Q68,302,OFFENSE,BOTH,REEF,TRUE,FALSE,38,24,2,0,0,10,0,0,0,1,1,4,4,0,0,0,TRUE,DEEP,,Got beached on algae
Q68,302,FEEDER,STATION,REEF,TRUE,FALSE,42,24,4,0,0,11,1,1,0,0,1,4,4,1,0,0,TRUE,DEEP,Sir Bopticious (Zeal),
Q68,302,OFFENSE,STATION,REEF,TRUE,FALSE,42,24,3,0,0,11,2,2,1,0,1,4,4,1,0,0,TRUE,DEEP,,Got suck on algae; accurate; quick; swerve drive; 2 piece auto
Q68,1369,OFFENSE,NONE,BOTH,TRUE,FALSE,30,10,3,0,0,1,10,0,1,0,0,0,1,2,4,3,TRUE,PARKED,Aubrey,Only cycled algae; missed 2 barge algae. Missed algae in auto. A bit tippy. Scores in barge at the last minute to even the score in a close game.
Q68,1369,OFFENSE,NONE,BOTH,TRUE,FALSE,24,10,3,0,0,1,10,0,2,0,0,0,1,2,3,3,TRUE,NOT_ATTEMPTED,,overshot a lot of barge algae 
Q68,4607,OFFENSE,STATION,REEF,TRUE,FALSE,85,17,4,0,0,18,1,0,0,0,2,7,9,0,1,0,TRUE,DEEP,Angella,Consistent coral intaking and scoring; 
Q68,4607,OFFENSE,STATION,REEF,TRUE,FALSE,83,10,5,0,0,17,1,1,0,0,1,6,9,0,1,0,TRUE,DEEP,,
Q68,4607,OFFENSE,STATION,REEF,TRUE,FALSE,85,17,5,0,0,18,1,0,0,0,2,7,9,0,1,0,TRUE,DEEP,,Can place coral really fast
Q68,4655,OFFENSE,STATION,REEF,TRUE,FALSE,65,24,3,0,0,15,3,0,1,0,6,5,4,1,1,0,TRUE,DEEP,,They are good at scoring L2-L4; but sometimes their algae intake had issues when scoring in the barge 
Q68,4655,OFFENSE,STATION,BOTH,TRUE,FALSE,62,24,4,0,0,15,3,1,1,0,5,5,4,1,1,0,TRUE,DEEP,Cozette ,Very fast and precise. The only problem it encountered was scoring algae. Its climb was quick.
